51302434561,ebc,180,165
51302483941,cgd,289,162
51302490672,gdc,216,94
51302530787,fca,151,184
51302550425,caf,165,190
51302565364,eda,35,132
51302576938,gdf,100,242
51302621240,fgf,288,51
51302625070,fcb,197,125
51302625746,ccc,291,269
51302630581,dbc,219,226
51302653495,eaa,28,194
51302669373,cbf,270,312
51302688729,ggc,276,169
51302697079,bed,92,17
51302708778,eef,51,130
51302722942,ffe,178,256
51302732008,fcc,112,94
51302733313,dcf,40,174
51302741629,cfb,178,259
51302762351,baa,24,249
51302819123,edb,81,225
51302832649,fbc,102,262
51302833126,dff,145,19
51302838305,age,152,239
51302858237,agb,149,206
51302890183,fdc,197,79
51302929250,fad,212,288
51302955983,ddg,27,209
51302964317,eea,149,145
51302966653,cef,228,243
51302989082,gdc,124,100
51303067529,bbd,209,224
51303125275,dgd,74,175
51303127819,gfa,290,42
51303134667,fbd,11,88
51303145796,bcd,102,242
51303184172,eed,115,116
51303185053,agg,165,232
51303195404,dba,81,254
51303197541,dbe,238,54
51303212121,bab,89,13
51303229282,bcg,213,14
51303280710,dae,278,37
51303317717,cgd,187,157
51303330570,bef,22,101
51303357767,gab,231,31
51303380352,ead,208,36
51303393406,fec,59,290
51303412812,bbc,159,145
51303434945,cbd,88,128
51303474932,cdb,95,191
51303495300,fdg,151,20
51303524312,dba,22,215
51303553400,fbb,2,32
51303631035,fee,185,188
51303661592,dbb,99,257
51303717686,fdd,36,7
51303759373,gee,93,19
51303761538,fac,279,196
51303766276,add,138,79
51303779972,ege,209,211
51303782309,faf,191,169
51303798420,dbb,194,233
51303799174,ceb,71,165
51303813343,agg,235,245
51303831290,bgg,143,261
51303831668,ddd,24,254
51303833852,cdf,3,148
51303869404,agc,283,41
51303874492,fge,249,240
51303891835,cef,274,221
51303933618,bed,133,20
51303950978,gbf,59,125
51303991652,aaf,11,63
51303995311,aff,207,293
51303998246,afb,200,272
51304027903,agg,39,198
51304029104,abd,119,180
51304040529,dec,297,67
51304075269,dac,252,107
51304083139,ecd,257,151
51304093796,ebg,219,299
51304098911,adb,208,222
51304105208,fef,48,179
51304109398,aab,224,72
51304131044,cbg,22,59
51304139267,dga,206,89
51304180270,bcc,7,245
51304247952,dbd,79,35
51304264845,dbb,276,191
51304266645,gad,76,273
51304268745,cbg,256,67
51304276914,bfb,274,266
51304308580,bac,212,195
51304311149,efc,212,176
51304314047,gea,62,98
51304343633,cgc,204,30
51304353116,bbd,277,192
51304355725,beb,279,47
51304380175,ede,60,280
51304406693,cac,215,90
51304412295,bae,27,154
51304419008,eab,25,53
51304446683,gdd,2,263
51304474817,faa,73,44
51304532615,aga,126,54
51304537743,bec,81,202
51304539860,cdb,256,158
51304541322,fbg,42,143
51304560064,cad,192,119
51304561921,ceb,245,156
51304562194,eaa,174,180
51304586355,fga,131,113
51304612067,age,68,253
51304620603,dea,19,235
51304634591,fag,237,178
51304642216,dbe,103,57
51304650748,bef,231,80
51304686325,bda,279,131
51304701878,efe,293,213
51304749955,deb,90,159
51304758454,gbe,281,262
51304775559,dee,58,215
51304796587,ggg,110,229
51304811478,ebb,75,242
51304819406,ebc,13,165
51304836979,dcg,143,40
51304861282,dbf,279,172
51304887145,cgd,239,160
51304889110,acb,112,252
51304926706,gda,282,52
51304993897,dbd,129,35
51305030688,aab,9,65
51305042411,ebe,193,48
51305048302,bag,128,127
51305107672,bce,7,37
51305111084,abb,22,234
51305112073,abg,217,287
51305126034,afd,256,294
51305146825,aae,190,257
51305161774,efb,241,79
51305189570,dge,244,146
51305193141,fbd,151,91
51305250845,fgd,34,191
51305253723,ddb,282,7
51305256072,cgc,26,26
51305278429,eba,135,8
51305288463,fdc,182,72
51305312227,ceg,18,189
51305364062,aeb,231,74
51305369753,ggd,242,12
51305385452,bbg,76,116
51305388125,fff,32,191
51305403556,ace,226,120
51305434652,gca,192,144
51305438709,dgd,135,175
51305446420,ede,238,316
51305489400,fbg,92,158
51305518803,ega,111,96
51305576208,gbf,18,147
51305590562,dcc,80,44
51305598750,fba,26,91
51305610172,gec,299,79
51305638912,bdd,22,291
51305639635,bbf,197,289
51305668589,agg,88,207
51305668806,efb,54,82
51305688584,gec,257,82
51305694858,feb,80,38
51305702353,cgd,224,155
51305731084,gcd,42,254
51305754606,ffd,12,161
51305788601,fce,251,266
51305820220,aac,235,254
51305841067,bfc,20,62
51305843770,aaa,18,184
51305865802,cca,81,84
51305867435,gaa,13,131
51305873912,ecb,45,259
51305885126,eaa,78,206
51305888687,efc,37,176
51305903671,bfd,131,96
51305920180,aaa,103,196
51305934387,fda,203,293
51305945716,ebf,169,134
51305946057,eca,116,244
51305961749,efa,224,234
51305969863,gea,42,92
51305989809,bff,274,185
51305992161,dfc,232,103
51305996348,bad,69,227
51306015225,ccg,54,178
51306047375,dab,35,280
51306068021,egg,111,176
51306077817,bfe,111,227
51306109049,ffc,178,56
51306112838,gfg,165,233
51306127039,eag,194,91
51306137603,geb,118,77
51306159167,bdc,45,103
51306202424,eff,263,150
51306234058,bde,131,63
51306260899,bbb,42,193
51306269974,bgc,91,112
51306286448,edc,212,17
51306295388,ecg,240,186
51306298717,edd,103,225
51306304383,cdb,40,183
51306343823,ggf,245,121
51306349855,ade,287,218
51306357369,acd,258,172
51306364632,ecd,181,122
51306368642,eaf,58,47
51306370513,cdc,229,252
51306414056,gcc,11,95
51306417173,cbb,274,122
51306426708,cce,244,134
51306426966,dfg,109,220
51306434109,ecf,74,88
51306436812,dcd,236,17
51306450720,aba,122,246
51306470011,gad,61,313
51306484808,fag,173,202
51306492808,cgf,132,79
51306504027,fde,209,106
51306519447,dgg,257,64
51306525649,ced,37,265
51306538813,eag,38,78
51306539085,fba,171,79
51306647315,dff,94,17
51306666094,cfg,42,241
51306688769,bbe,142,125
51306705957,eeb,123,245
51306709886,bdb,30,232
51306712054,gdd,109,255
51306719293,fgg,242,63
51306720134,fdb,282,78
51306730308,dad,236,138
51306755461,aff,160,345
51306769500,acg,232,235
51306787888,aeg,170,211
51306795770,aab,85,55
51306799498,dbd,116,30
51306799760,gfg,122,265
51306824798,gca,18,168
51306850317,cfd,177,192
51306860856,eaa,78,166
51306867599,dcb,78,295
51306884869,cge,32,204
51306885239,ccg,166,169
51306894216,cdg,114,170
51306894402,ece,189,222
51306908714,ada,74,90
51306930074,aad,242,252
51306935507,cfd,104,168
51306942030,eda,161,105
51306967557,bdf,239,190
51306970886,adg,255,278
51306976334,gaf,192,43
51306987148,gef,58,265
51306996307,caf,111,195
51307016920,ggd,201,12
51307021256,fdc,289,72
51307041869,bbd,33,197
51307042985,geg,2,120
51307052429,fgf,43,56
51307058645,aec,276,160
51307067848,adb,249,213
51307071946,ccf,193,77
51307087361,deb,186,179
51307103304,cea,146,92
51307113981,ece,134,226
51307119289,agf,99,45
51307143227,bea,267,22
51307145585,abd,59,174
51307160661,feg,36,282
51307163848,gcg,102,81
51307174476,eef,146,144
51307188084,bab,289,15
51307215832,fbe,54,35
51307227443,dbc,110,219
51307231041,ffg,85,285
51307232482,gga,194,138
51307236713,gea,247,94
51307268428,bgd,238,198
51307280589,efa,66,271
51307335181,fbf,157,307
51307344410,cce,173,131
51307355286,ecd,115,130
51307356514,def,246,197
51307364222,dbd,71,32
51307367296,gff,34,189
51307370959,daf,7,317
51307376424,bca,80,75
51307383018,fgc,72,182
51307387036,cea,232,84
51307387748,gdg,68,41
51307389194,cda,291,38
51307399392,gea,264,109
51307404455,dgf,180,137
51307404464,fea,42,118
51307437756,ece,68,266
51307443694,fgb,215,89
51307445281,abf,198,247
51307463031,bec,52,179
51307467912,egf,169,50
51307478496,ecg,241,176
51307489334,deg,168,130
51307492852,fcc,129,80
51307522397,bec,268,161
51307563275,aea,9,231
51307573381,ecg,283,204
51307594888,gfb,25,93
51307596838,cde,178,57
51307636482,cba,195,259
51307638230,aag,108,128
51307641071,gbc,140,162
51307652600,ega,31,77
51307656771,bgb,278,181
51307675771,ffg,245,290
51307685920,efa,88,276
51307696775,eab,227,54
51307733254,eed,143,102
51307737368,ced,246,214
51307767496,abe,138,52
51307779512,eeb,191,220
51307781183,efe,186,202
51307793697,fec,26,336
51307838071,geb,269,90
51307900079,edf,262,184
51307948475,gce,28,128
51307954086,dgg,122,51
51307957689,dda,93,78
51307960926,dce,117,261
51307969529,afc,263,26
51307979470,gcb,190,182
51307990268,cec,201,37
51307994713,gfc,182,266
51308008741,abc,28,26
51308010050,ded,264,14
51308015390,bfg,199,52
51308034413,dbe,230,65
51308050819,bgd,256,182
51308069985,fab,253,90
51308077613,bec,220,173
51308111804,aaa,179,160
51308117845,dbe,204,72
51308165560,bac,58,212
51308173939,bcc,243,205
51308185121,cae,76,298
51308221889,eee,107,179
51308245358,caf,118,181
51308247228,faa,276,35
51308253143,efb,150,66
51308258120,gag,173,22
51308277198,gca,193,136
51308338607,bgg,255,216
51308345239,bbg,125,107
51308350460,gae,57,147
51308350610,gdb,157,129
51308379985,agd,69,10
51308400100,dca,25,174
51308410140,gdc,186,114
51308424454,age,240,222
51308428576,ebc,22,191
51308439803,egc,45,238
51308483830,bdg,207,181
51308494393,dbc,224,179
51308496530,aag,137,147
51308498160,eeg,19,100
51308508443,bag,194,127
51308517325,adb,189,193
51308527704,ebb,6,210
51308541069,cbc,293,38
51308547065,gaa,253,120
51308556899,dbe,69,66
51308598490,dgc,60,59
51308600052,eac,181,138
51308613052,abd,176,139
51308624866,gde,174,171
51308628913,dfa,97,169
51308637547,cfg,102,212
51308660032,efe,165,210
51308690755,fgg,158,54
51308690903,cab,154,128
51308731913,bfa,288,166
51308735222,gfd,41,293
51308737152,acc,101,70
51308738075,dde,56,70
51308749817,ffb,163,278
51308760237,dfd,229,315
51308795621,dgb,147,220
51308798999,bga,278,91
51308801196,cgb,196,278
51308811877,fcg,233,32
51308832798,ebd,159,297
51308843345,edb,95,184
51308850140,bdg,31,166
51308861739,cgd,89,162
51308893168,efg,28,186
51308900754,egd,290,19
51308915845,gbd,225,20
51308925201,gec,167,96
51308928342,bcf,116,210
51308935782,eec,277,262
51308943830,eda,209,112
51308947069,cee,48,255
51308962002,gad,124,347
51308974907,baf,67,38
51308988194,edg,132,91
51308994948,fdc,143,67
51309008077,bed,249,17
51309019323,ffg,13,321
51309044437,dfc,20,103
51309059975,geb,147,99
51309064324,ccf,255,65
51309082971,add,195,93
51309121367,dcc,64,44
51309178673,bdg,239,149
51309179919,bdc,270,99
51309181650,def,292,202
51309196518,ddf,291,255
51309204156,aca,79,259
51309220471,cce,230,144
51309230374,cbb,207,117
51309235216,afe,157,280
51309252948,afg,38,143
51309259546,gbb,17,266
51309274530,afc,53,27
51309277830,fcd,298,47
51309282993,bcg,229,12
51309288012,daa,83,49
51309290401,bgf,81,191
51309331024,dag,184,237
51309344567,bba,288,204
51309352668,cda,294,41
51309364959,bea,98,20
51309377431,gfa,210,44
51309387487,cgc,117,23
51309417700,ffa,41,169
51309459814,dcd,203,19
51309483506,gbg,214,21
51309485499,bfd,23,102
51309496261,cff,26,290
51309506709,aee,171,72
51309514483,ecc,91,35
51309515979,bga,254,92
51309517070,dfb,221,246
51309539005,ggd,128,10
51309539242,gfa,146,46
51309542250,fcf,190,199
51309542468,ebe,142,38
51309546179,fcc,163,77
51309558151,ebg,161,278
51309571694,gbf,230,169
51309594856,egb,102,186
51309599182,afa,95,81
51309614844,fad,249,279
51309615064,cfe,225,221
51309620277,aef,220,29
51309637570,cde,217,58
51309658560,fba,259,80
51309664984,ggg,127,203
51309665617,gac,267,251
51309679835,fga,31,126
51309689493,ddd,102,279
51309701565,fae,140,18
51309745858,cgg,123,174
51309753307,gfb,88,107
51309755986,gda,128,45
51309785542,dfe,140,196
51309805876,ddb,127,6
51309810441,cda,138,37
51309816064,gaa,267,129
51309817801,ccd,273,122
51309828847,agb,237,234
51309836752,gfe,274,24
51309849370,ebc,67,217
51309849580,aad,128,257
51309862113,cag,249,287
51309872899,ddc,115,182
51309875717,bca,254,63
51309905256,ged,239,73
51309925747,aeb,187,82
51309935456,fed,79,184
51309949639,dgb,3,244
51309950541,fga,140,115
51309962169,fdf,205,32
51309963151,abe,95,55
51309972311,bcb,87,253
51309976034,cfa,166,311
51309989900,ccb,30,116
51310027293,abb,270,208
51310032422,bfc,23,62
51310067066,ccf,22,56
51310070689,fbb,199,33
51310089385,cac,18,88
51310115801,dec,284,78
51310117598,ebf,296,128
51310118447,gac,230,251
51310171991,bgd,173,178
51310172369,fbf,256,365
51310184360,ceg,192,166
51310200739,caf,135,184
51310210187,fgc,268,200
51310248341,eaa,121,161
51310258467,dag,239,201
51310277161,cbc,49,41
51310310742,ddb,299,6
51310346513,gbc,77,140
51310348406,gee,281,17
51310388027,dga,171,94
51310393442,dac,251,117
51310401628,fca,290,202
51310407696,fee,190,154
51310416536,efe,9,239
51310428839,dbg,60,13
51310436953,adf,122,11
51310438557,cee,223,267
51310449877,gce,36,119
51310481192,gca,291,141
51310512008,cbf,47,336
51310521426,fdd,28,8
51310523820,ebd,245,240
51310524346,bcf,89,235
51310533130,cef,81,251
51310562033,dgf,239,160
51310578819,dgd,115,189
51310591682,bee,191,96
51310599393,adc,255,192
51310624183,bbb,9,177
51310658868,caa,232,198
51310667445,ege,47,232
51310668206,fce,228,273
51310668857,cce,235,162
51310715296,cbg,210,67
51310715918,gdd,296,285
51310725459,fbc,77,243
51310728602,afd,278,302
51310732242,fcd,155,45
51310760902,fdf,7,29
51310762012,eca,140,265
51310797165,ggf,243,107
51310804147,bce,278,42
51310806401,baa,268,219
51310822010,eab,271,52
51310827600,gfe,8,27
51310834915,fea,257,125
51310838327,ede,90,281
51310846135,gdf,184,198
51310854329,fdg,217,16
51310854445,cga,143,319
51310858522,fbg,21,134
51310864795,bef,176,67
51310890862,ead,205,39
51310894598,gba,54,17
51310901119,fba,243,86
51310921635,dba,95,191
51310925768,eec,209,227
51310959695,fge,208,232
51311017410,bad,171,270
51311019843,cbg,294,75
51311020947,gcf,43,131
51311037010,cbb,274,136
51311039621,cdd,75,193
51311054844,eeb,257,246
51311058748,aac,25,205
51311084375,cdg,152,181
51311100314,eaa,72,183
51311105638,fag,235,220
51311125280,gbf,134,179
51311126797,cca,51,94
51311140167,gab,118,25
51311175507,dde,290,77
51311193339,fdb,119,66
51311196931,gfd,179,269
51311217662,ggf,1,104
51311229185,fab,47,103
51311231006,dgg,31,42
51311247851,aaf,75,68
51311259696,ecd,150,144
51311337854,eae,23,124
51311358810,fcb,218,118
51311358844,cfc,122,219
51311395427,dgd,144,177
51311399644,aga,177,48
51311406543,feg,170,256
51311426696,dee,38,204
51311439424,bca,127,64
51311446484,bfa,3,189
51311461428,fff,165,181
51311473070,fge,228,257
51311486093,gae,236,138
51311512989,eea,34,172
51311515995,fbd,292,72
51311516052,eff,163,160
51311518714,efc,298,174
51311523620,fdg,121,12
51311566532,ebb,9,195
51311573610,aaa,144,155
51311649370,bbd,245,165
51311655248,acf,160,251
51311658230,ccb,213,125
51311662316,cbe,206,230
51311697031,cfb,19,287
51311698482,gbe,179,267
51311700901,eef,115,161
51311704675,gag,223,22
51311709252,gge,70,32
51311714934,feb,142,44
51311728809,fga,43,100
51311742521,dcf,217,154
51311743145,bdg,59,160
51311760715,bge,253,215
51311774585,bbc,70,152
51311831292,beg,179,226
51311831312,ggb,203,145
51311833849,efd,217,45
51311838203,acb,23,221
51311849662,aeg,196,246
51311850936,dea,231,265
51311852684,cge,146,169
51311862066,bge,142,184
51311916054,dff,84,14
51311926285,fea,291,133
51311931066,dae,213,38
51311950184,dee,261,171
51311957194,fcc,161,80
51311970307,aed,101,281
51311971640,cbd,7,126
51311985345,cef,157,215
51311995887,dec,57,91
51312015405,abg,281,292
51312024014,fef,41,179
51312049807,edc,253,16
51312085713,ege,13,259
51312109216,afb,65,282
51312124144,ded,204,11
51312126122,ffd,252,141
51312130675,dcg,278,39
51312149064,fcb,107,113
51312203202,bbe,287,113
51312210111,eed,244,90
51312249647,acg,66,258
51312282926,beb,278,37
51312298156,ggc,131,190
51312299007,cad,157,140
51312299090,eaf,262,41
51312300964,ddg,85,248
51312320141,fcg,164,29
51312321182,adb,15,216
51312331201,ede,86,238
51312369687,edb,231,149
51312382066,gaa,34,104
51312412320,ecb,161,220
51312421291,dbf,18,199
51312425350,gac,75,218
51312431956,ede,138,197
51312433745,egc,268,204
51312443305,ccc,182,298
51312451803,gbe,172,293
51312466825,afa,143,85
51312473686,aba,255,218
51312482806,fgc,194,168
51312485657,fce,264,292
51312493875,bcd,108,220
51312538358,fac,5,186
51312547045,bed,103,14
51312548436,ddf,197,300
51312551076,fec,156,282
51312554568,dcc,288,41
51312559508,ddc,283,167
51312560073,cde,235,57
51312580341,ffe,281,302
51312657876,fgb,87,74
51312664553,cea,148,94
51312667411,fac,48,202
51312681895,dac,89,108
51312690541,ddc,190,192
51312695746,gge,97,33
51312697145,bga,258,108
51312737937,gbe,75,319
51312742100,gcc,156,91
51312754403,aca,294,246
51312771622,fbd,239,72
51312772415,dfd,67,355
51312777013,bff,232,205
51312795596,fed,79,158
51312797614,bgc,232,104
51312811713,bdc,47,95
51312816368,fge,10,233
51312831326,aef,245,23
51312849014,bbg,220,108
51312853190,dbc,49,193
51312902834,ade,127,213
51312905709,cdb,199,204
51312914417,ceb,200,177
51312917207,gfc,56,247
51312942285,aee,238,58
51312942603,cca,3,83
51312964959,fbe,15,41
51312977906,bbf,18,323
51313009755,agc,252,35
51313036573,deg,61,148
51313110688,dbb,79,179
51313111778,agf,287,38
51313117152,gad,236,284
51313118298,cdf,164,165
51313123700,fgd,229,166
51313143581,gff,100,151
51313159630,ddf,238,324
51313180644,bde,34,73
51313202194,faa,254,41
51313207709,fbc,182,264
51313228498,aeb,14,97
51313231576,faf,142,135
51313234494,efa,119,273
51313239616,baf,169,35
51313244434,fca,20,163
51313255965,gge,103,31
51313257349,fde,5,107
51313280327,bfd,203,99
51313296338,bfc,274,63
51313325717,cfd,8,142
51313326404,deb,105,186
51313333223,afa,254,69
51313336611,ead,158,46
51313419202,beg,191,244
51313425110,add,202,105
51313448356,gbg,224,18
51313450981,eba,175,7
51313472007,aeb,214,77
51313500775,egg,192,144
51313558960,gcd,157,210
51313570695,gdc,239,111
51313601207,aga,52,41
51313643037,aae,36,254
51313648054,fbg,83,120
51313664909,dbe,203,59
51313742398,fge,38,207
51313748911,bae,184,147
51313773629,gde,189,143
51313777377,bfa,221,154
51313782834,cfg,246,241
51313789855,fgc,132,171
51313797407,agd,212,8
51313809645,gga,96,133
51313809817,gdd,183,250
51313834606,geb,61,103
51313843925,cdf,100,140
51313869286,fag,192,187
51313877910,aea,47,237
51313933033,aea,6,196
51313948530,daa,161,44
51313953329,bda,169,146
51313956658,gda,32,52
51314010481,dfb,77,290
51314022254,cfb,74,307
51314035790,gba,216,19
51314040408,caf,165,154
51314040666,bdd,264,250
51314058763,abd,109,145
51314059739,ebc,216,251
51314067045,fda,80,243
51314108471,dcd,292,17
51314113968,fdd,188,8
51314136245,gaf,246,37
51314146404,afg,42,167
51314154922,cad,188,155
51314165965,dfc,169,112
51314183575,gce,242,122
51314209980,bgb,237,166
51314217234,ada,265,85
51314244946,bfb,189,263
51314261143,dca,132,172
51314287254,gec,92,94
51314307361,gde,86,167
51314364398,ece,203,263
51314366441,dce,195,274
51314366805,cbc,49,39
51314372889,bdf,289,205
51314438871,cce,184,140
51314444363,fdd,277,8
51314455912,eec,109,183
51314469077,edf,45,204
51314486195,eda,297,115
51314495279,gfc,105,242
51314507562,gfg,227,222
51314517455,bgb,5,149
51314531730,gdf,3,176
51314576479,ged,116,67
51314614295,acg,242,206
51314646282,bac,43,203
51314647803,ffc,267,60
51314657313,fbb,221,36
51314669958,bfg,137,45
51314677546,dfg,64,180
51314684519,dfa,15,184
51314699299,gef,256,278
51314722020,agg,172,235
51314740511,bbe,124,115
51314743058,bgf,204,208
51314752374,fee,5,178
51314764465,age,142,239
51314785636,dag,166,166
51314830049,edg,156,85
51314838539,bab,13,17
51314876137,gdg,126,38
51314898464,ced,38,171
51314913510,cdb,25,177
51314924276,aec,121,142
51314930807,ace,254,111
51314972063,ecc,174,33
51314990168,agb,213,208
51315002149,cgc,260,26
51315004638,agc,96,33
51315007091,cdc,121,221
51315014994,eag,298,67
51315054221,ggc,76,212
51315054396,eff,96,145
51315064548,deb,91,208
51315066641,bde,299,63
51315071492,gdb,21,103
51315072625,ded,195,8
51315080493,daf,129,263
51315090665,afe,133,294
51315107331,bfe,212,251
51315108024,eeg,58,96
51315113365,gfe,15,29
51315114866,adg,92,314
51315117959,cfc,139,214
51315119634,gbd,277,19
51315130579,dde,123,70
51315131115,adc,215,167
51315137820,edd,24,198
51315150951,dge,12,172
51315155894,aab,77,64
51315156477,abd,105,145
51315173103,gcb,134,185
51315219231,ecf,256,84
51315226586,ffg,253,359
51315274623,cea,125,94
51315289258,gca,79,112
51315296886,aff,26,300
51315298219,dad,253,150
51315308354,cgb,119,289
51315385460,fcd,292,42
51315390240,bcf,18,267
51315416543,fdg,122,11
51315434539,gdd,188,237
51315462871,fba,150,87
51315479418,acd,157,199
51315487444,fdb,135,69
51315503198,eeb,207,238
51315525979,bbb,226,141
51315534035,cae,11,327
51315544037,gda,43,53
51315548599,edb,37,141
51315583455,aga,59,35
51315595943,cdc,181,236
51315602726,ebb,45,218
51315606604,fbg,143,106
51315609055,ffb,57,311
51315619449,bfb,8,278
51315621820,ccg,33,157
51315626279,aed,121,258
51315638736,bce,110,44
51315647076,gcg,49,91
51315673667,fab,280,119
51315678532,dcb,281,247
51315689682,ceg,136,179
51315698396,cge,13,179
51315745629,gca,258,119
51315757009,bdb,202,220
51315778698,bde,168,57
51315785335,ceg,62,171
51315806260,cgf,53,78
51315832162,dgf,168,188
51315836155,efe,242,227
51315854200,caf,233,166
51315856064,bbe,158,132
51315860437,gag,160,19
51315962262,dfd,286,284
51315997983,deb,139,235
51316019483,bdd,268,230
51316039812,dab,244,330
51316061966,deb,192,232
51316069409,cfc,259,246
51316071649,ffb,173,323
51316079674,fcc,3,93
51316089727,abf,141,247
51316104588,ece,93,249
51316126983,fce,120,344
51316129997,bgc,295,90
51316143726,fde,137,93
51316150473,cdf,26,130
51316164622,acg,63,193
51316164680,cdg,201,204
51316168269,fgf,292,45
51316172882,bcg,116,9
51316179024,aab,254,71
51316190635,cda,286,36
51316196177,ega,11,64
51316204525,fcg,189,24
51316208776,egf,3,40
51316218404,bfd,56,104
51316227522,gfa,115,48
51316237117,bga,115,87
51316246530,cfa,32,279
51316268551,gbf,142,157
51316280519,ece,183,293
51316285640,fbd,286,58
51316293298,bag,287,146
51316317306,bgf,135,197
51316323543,gfe,169,24
51316326264,dbc,113,200
51316337078,ecc,47,30
51316362517,gec,179,77
51316431362,cga,192,341
51316445944,dbd,56,28
51316476350,fgf,240,36
51316478908,eff,18,142
51316484413,efd,212,41
51316494641,egb,189,221
51316540177,bff,56,168
51316567960,fag,169,185
51316572150,bge,230,174
51316579252,afg,273,172
51316583925,fcd,263,36
51316585883,fcd,218,40
51316585996,agb,61,180
51316627597,fdc,287,57
51316630429,dgg,232,41
51316670250,ada,285,91
51316672052,cef,48,172
51316679217,aac,96,233
51316690435,dab,176,349
51316723050,eed,197,86
51316737142,ccc,46,342
51316757292,abc,110,21
51316806079,cfe,116,225
51316811789,geg,264,109
51316817054,eee,171,175
51316840574,bca,89,66
51316845536,gae,86,149
51316848727,fdg,48,10
51316858568,fga,23,109
51316858673,aag,277,166
51316902890,ccd,45,130
51316908964,bea,20,17
51316943414,aff,121,348
51316947212,aeb,169,77
51316950830,gge,3,31
51316952509,eda,219,128
51316953614,aeg,64,216
51316956763,dfe,184,164
51316962718,efb,27,55
51316976386,dcb,224,224
51316997365,bge,283,167
51316999527,fff,151,190
51317012771,aaf,228,67
51317017097,afb,202,296
51317042516,bca,36,58
51317043697,def,29,175
51317045124,bca,43,65
51317047159,gcd,14,228
51317049480,ebc,2,253
51317056284,bec,289,162
51317058528,fcb,98,90
51317077061,aef,226,24
51317104939,cff,273,313
51317124492,bcb,119,230
51317133008,ccb,93,140
51317143315,cdb,101,194
51317149974,cba,262,207
51317158501,fag,47,186
51317176143,gbc,292,135
51317189537,aae,131,243
51317199863,gea,84,99
51317203309,bgg,180,222
51317210450,def,32,189
51317229814,beg,176,278
51317235110,dgf,200,203
51317273041,gfd,101,271
51317288844,gdc,218,108
51317294006,egd,13,17
51317300653,abb,39,247
51317308932,eae,274,117
51317340136,cec,150,38
51317346340,fgg,253,59
51317369554,ddg,295,238
51317380035,cec,295,36
51317385285,ebg,250,275
51317411885,adf,27,12
51317418663,efg,26,193
51317473119,cea,289,77
51317480971,ecg,135,199
51317510104,bcc,3,221
51317517761,dgc,59,54
51317523274,eda,143,104
51317530045,efc,97,175
51317534444,gdf,13,181
51317546574,fcd,168,44
51317546759,gcf,98,125
51317572432,cgb,84,291
51317576210,dag,36,182
51317580516,ggb,14,124
51317580873,baa,88,175
51317594264,cdd,26,198
51317604424,aca,29,231
51317611527,gef,295,222
51317621372,abd,216,158
51317630710,acg,152,229
51317646034,bdd,56,218
51317660818,fae,119,16
51317665337,dda,162,81
51317678137,aad,85,259
51317688323,dbc,20,190
51317688532,bee,123,110
51317730043,gbb,160,247
51317733217,bfc,141,52
51317745562,ebe,241,40
51317747172,bee,170,104
51317752380,cdd,46,182
51317759406,aaa,231,162
51317781928,ddd,86,281
51317791795,cac,295,74
51317808315,gfb,266,101
51317815672,cca,172,84
51317836055,bbd,100,135
51317839445,cce,51,145
